Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
24/03/2004,04.00.00,-200,908,29,1,7,559,44,1477,66,1287,721,10,2
24/03/2004,05.00.00,0,6,892,20,1,2,522,34,1572,54,1255,648,10
24/03/2004,06.00.00,0,8,954,32,1,7,561,43,1496,57,1255,612,10
24/03/2004,07.00.00,1,2,1045,84,4,8,751,79,1186,75,1403,800,10
24/03/2004,08.00.00,3,1,1383,245,13,8,1109,174,832,97,1706,1173,11
24/03/2004,09.00.00,4,4,1597,553,23,7,1395,235,652,110,2080,1519,11
24/03/2004,10.00.00,3,4,1318,450,14,2,1124,218,762,113,1770,1287,12
24/03/2004,11.00.00,1,7,1138,118,8,0,898,136,950,88,1505,966,15
24/03/2004,12.00.00,1,5,1098,118,6,7,842,117,1012,85,1440,828,15
24/03/2004,13.00.00,1,7,1118,144,8,7,927,119,959,96,1477,825,16
24/03/2004,14.00.00,2,2,1170,159,10,8,1009,126,879,106,1566,872,16
24/03/2004,15.00.00,-200,1112,122,6,7,842,100,1015,91,1494,680,11,3
24/03/2004,16.00.00,2,7,1390,230,11,4,1028,197,829,126,1730,1002,9
24/03/2004,17.00.00,2,8,1353,320,13,4,1096,195,774,130,1783,1159,11
24/03/2004,18.00.00,2,7,1260,263,12,0,1050,156,828,111,1722,979,10
24/03/2004,19.00.00,4,5,1501,556,20,2,1302,247,681,134,2008,1311,10
24/03/2004,20.00.00,3,5,1273,458,14,4,1130,190,795,136,1744,1071,10
24/03/2004,21.00.00,2,6,1179,214,9,4,955,169,928,125,1571,899,10
24/03/2004,22.00.00,1,7,1047,97,5,9,809,118,1064,108,1435,766,10
24/03/2004,23.00.00,1,3,973,79,4,5,739,81,1186,87,1354,589,10
25/03/2004,00.00.00,1,3,997,81,4,5,737,80,1168,89,1341,631,10
25/03/2004,01.00.00,1,970,52,2,5,621,42,1400,58,1249,479,11,0
25/03/2004,02.00.00,0,7,902,38,1,8,568,38,1450,54,1253,479,9
25/03/2004,03.00.00,0,7,921,35,1,4,538,-200,1564,-200,1224,417,9
25/03/2004,04.00.00,0,5,858,29,0,9,490,18,1707,28,1212,378,9
25/03/2004,05.00.00,0,5,878,21,0,6,457,12,1935,20,1158,344,9
25/03/2004,06.00.00,0,6,893,46,1,4,540,43,1604,51,1268,413,7
25/03/2004,07.00.00,1,1,1038,55,3,8,697,84,1260,82,1383,605,8
25/03/2004,08.00.00,2,7,1320,271,11,6,1035,184,902,112,1721,991,8
25/03/2004,09.00.00,3,5,1353,434,17,8,1235,202,740,119,1937,1175,8
25/03/2004,10.00.00,2,3,1133,300,8,8,933,133,969,99,1552,923,9
25/03/2004,11.00.00,1,6,1066,116,6,8,849,130,1039,98,1468,829,11
25/03/2004,12.00.00,1,3,1027,95,5,9,809,106,1081,88,1442,733,13
25/03/2004,13.00.00,2,1106,211,8,9,935,132,958,96,1570,819,14,2
25/03/2004,14.00.00,1,9,1038,168,8,2,907,106,976,81,1492,723,14
25/03/2004,15.00.00,1,9,1084,154,8,6,924,125,986,92,1501,786,16
25/03/2004,16.00.00,2,2,1105,267,10,1,982,138,939,105,1545,850,17
25/03/2004,17.00.00,2,1102,143,9,4,957,120,968,88,1527,820,17,1
25/03/2004,18.00.00,2,9,1240,374,14,6,1137,158,836,103,1748,991,14
25/03/2004,19.00.00,5,2,1443,797,24,6,1418,253,666,141,2060,1454,13
25/03/2004,20.00.00,4,6,1389,698,21,6,1341,231,692,133,1982,1488,12
25/03/2004,21.00.00,2,5,1183,234,10,3,989,150,904,119,1539,1205,12
25/03/2004,22.00.00,1,5,1014,104,5,7,798,99,1083,106,1376,909,10
25/03/2004,23.00.00,1,2,979,67,4,5,736,75,1154,92,1324,769,9
26/03/2004,00.00.00,1,7,1048,88,5,5,787,93,1098,97,1373,835,9
26/03/2004,01.00.00,1,4,1024,79,4,8,753,79,1131,91,1357,793,9
26/03/2004,02.00.00,1,2,974,61,3,6,690,67,1208,83,1313,733,9
26/03/2004,03.00.00,0,6,862,43,1,7,561,-200,1449,-200,1219,502,8
26/03/2004,04.00.00,0,7,925,40,2,2,602,45,1398,59,1263,562,8
26/03/2004,05.00.00,0,8,952,52,3,0,654,72,1210,73,1312,832,7
26/03/2004,06.00.00,0,9,1005,64,4,0,713,103,1130,78,1363,924,8
26/03/2004,07.00.00,1,6,1122,88,6,7,842,132,1015,90,1438,974,8
26/03/2004,08.00.00,3,4,1351,375,16,7,1201,239,783,110,1828,1307,9
26/03/2004,09.00.00,3,8,1408,592,19,3,1278,275,682,114,1928,1481,11
26/03/2004,10.00.00,3,1,1304,357,14,8,1142,232,772,119,1747,1405,14
26/03/2004,11.00.00,2,7,1207,296,13,4,1098,180,826,121,1664,1195,16
26/03/2004,12.00.00,2,1099,181,11,0,1014,112,948,97,1503,868,19,2
26/03/2004,13.00.00,2,3,1106,211,12,5,1068,116,915,99,1535,874,19
26/03/2004,14.00.00,1,9,1009,199,8,4,916,103,1015,85,1391,738,16
26/03/2004,15.00.00,1,3,962,81,5,3,776,89,1152,75,1279,550,14
26/03/2004,16.00.00,1,9,1093,143,8,8,933,112,976,87,1454,777,13
26/03/2004,17.00.00,2,3,1180,247,11,2,1023,127,886,102,1588,966,14
26/03/2004,18.00.00,2,4,1168,239,11,6,1037,125,868,105,1580,990,12
26/03/2004,19.00.00,2,7,1168,267,12,4,1063,120,876,98,1540,944,10
26/03/2004,20.00.00,2,6,1140,261,10,6,1000,120,916,93,1490,962,10
26/03/2004,21.00.00,1,5,1001,97,6,0,811,99,1097,91,1308,778,9
26/03/2004,22.00.00,1,2,953,66,4,6,743,79,1185,85,1252,690,9
26/03/2004,23.00.00,1,1,972,60,4,1,715,66,1237,74,1258,644,9
27/03/2004,00.00.00,1,5,1021,77,5,2,776,94,1144,87,1307,753,9
27/03/2004,01.00.00,1,940,57,3,2,664,70,1290,79,1232,646,8,6
27/03/2004,02.00.00,1,2,1046,65,4,5,736,75,1142,78,1312,838,8
27/03/2004,03.00.00,1,1,1026,59,3,8,699,-200,1191,-200,1292,851,7
27/03/2004,04.00.00,-200,983,48,3,8,698,57,1209,63,1296,801,7,4
27/03/2004,05.00.00,0,8,915,27,1,9,578,32,1417,48,1212,665,8
27/03/2004,06.00.00,0,9,935,25,2,4,615,54,1373,59,1250,717,6
27/03/2004,07.00.00,1,1,976,42,3,3,669,68,1270,65,1266,795,7
27/03/2004,08.00.00,1,5,1124,78,6,7,842,98,1050,71,1418,936,7
27/03/2004,09.00.00,1,8,1163,128,8,5,919,128,922,84,1530,1076,11
27/03/2004,10.00.00,2,1,1167,184,9,7,966,129,942,93,1520,1016,15
27/03/2004,11.00.00,2,1,1121,156,9,4,955,130,992,99,1451,834,17
27/03/2004,12.00.00,1,9,1071,176,9,0,940,111,994,93,1449,756,17
27/03/2004,13.00.00,2,1,1065,232,10,0,979,106,950,96,1467,766,19
27/03/2004,14.00.00,2,5,1157,305,12,6,1072,137,888,114,1596,905,17
27/03/2004,15.00.00,1,9,1046,150,7,6,883,113,1051,101,1357,765,17
27/03/2004,16.00.00,2,2,1147,188,11,8,1042,122,934,108,1538,830,18
27/03/2004,17.00.00,2,3,1119,221,11,2,1022,137,916,117,1508,853,17
27/03/2004,18.00.00,2,7,1210,219,12,4,1062,165,886,125,1586,981,15
27/03/2004,19.00.00,3,1306,306,12,9,1079,196,827,133,1621,1286,14,7
27/03/2004,20.00.00,2,8,1258,270,12,2,1057,174,841,119,1633,1244,13
27/03/2004,21.00.00,2,2,1148,231,8,8,930,140,948,107,1475,1056,12
27/03/2004,22.00.00,1,6,1108,125,6,8,848,102,1023,96,1421,1003,11
27/03/2004,23.00.00,2,1,1231,122,8,6,924,130,906,105,1483,1245,10
28/03/2004,00.00.00,2,3,1293,161,8,9,937,121,930,102,1464,1200,10
28/03/2004,01.00.00,2,3,1274,101,8,3,912,111,939,97,1451,1188,10
28/03/2004,02.00.00,1,7,1135,95,6,3,827,87,1013,79,1395,1070,9
28/03/2004,03.00.00,2,2,1151,129,8,3,911,-200,935,-200,1501,1075,8
28/03/2004,04.00.00,1,3,1010,96,5,1,769,77,1110,69,1396,895,8
28/03/2004,05.00.00,0,8,870,54,2,6,626,39,1325,52,1284,755,9
28/03/2004,06.00.00,1,1,983,63,3,6,688,77,1251,62,1342,806,7
28/03/2004,07.00.00,1,4,995,72,3,6,691,91,1219,69,1321,836,7
28/03/2004,08.00.00,1,3,1024,91,4,7,747,105,1136,75,1382,897,9
28/03/2004,09.00.00,1,9,1163,127,7,5,880,133,959,83,1486,1073,12
28/03/2004,10.00.00,2,3,1218,193,9,0,938,128,918,94,1501,1088,16
28/03/2004,11.00.00,2,3,1210,188,9,5,958,126,933,96,1514,1036,19
28/03/2004,12.00.00,1,8,1114,151,7,7,887,92,1020,86,1438,768,21
28/03/2004,13.00.00,1,4,995,103,5,7,796,66,1159,72,1287,587,21
28/03/2004,14.00.00,1,927,55,3,8,700,50,1285,53,1189,452,18,6
28/03/2004,15.00.00,1,4,1002,104,4,8,754,70,1189,65,1260,470,18
28/03/2004,16.00.00,1,3,987,116,4,3,727,73,1213,70,1244,502,18
28/03/2004,17.00.00,1,3,993,93,4,1,714,77,1217,75,1238,516,17
28/03/2004,18.00.00,1,4,1012,93,4,7,746,86,1174,86,1301,555,15
28/03/2004,19.00.00,1,9,1114,155,6,2,823,93,1068,94,1357,671,14
28/03/2004,20.00.00,1,8,1093,115,5,5,789,105,1102,103,1329,788,13
28/03/2004,21.00.00,1,1,968,75,3,3,669,67,1261,81,1246,538,12
28/03/2004,22.00.00,1,1,960,65,3,2,666,63,1266,80,1224,544,11
28/03/2004,23.00.00,1,1,942,57,2,9,648,63,1300,77,1204,500,11
29/03/2004,00.00.00,0,9,888,40,2,2,598,46,1396,58,1156,417,10
29/03/2004,01.00.00,0,6,818,27,1,3,524,21,1588,31,1071,341,10
29/03/2004,02.00.00,0,5,840,23,1,1,509,22,1643,38,1076,352,10
29/03/2004,03.00.00,0,7,894,28,1,3,524,-200,1557,-200,1095,397,10
29/03/2004,04.00.00,0,6,864,21,1,2,516,39,1496,59,1153,502,11
29/03/2004,05.00.00,0,7,898,33,1,7,559,55,1441,70,1180,648,10
29/03/2004,06.00.00,0,9,946,40,2,9,643,76,1309,75,1232,760,9
29/03/2004,07.00.00,2,9,1309,279,14,3,1125,181,844,103,1687,1183,8
29/03/2004,08.00.00,4,1,1326,743,19,7,1289,259,714,134,1806,1431,10
29/03/2004,09.00.00,1,5,966,147,5,5,786,118,1111,98,1258,705,11
29/03/2004,10.00.00,1,5,975,97,5,6,793,119,1133,97,1254,637,13
29/03/2004,11.00.00,1,5,988,118,5,8,803,123,1105,98,1293,658,15
29/03/2004,12.00.00,1,4,971,91,5,5,786,92,1129,78,1272,546,16
29/03/2004,13.00.00,1,6,1010,146,6,5,833,91,1070,83,1332,561,17
29/03/2004,14.00.00,1,5,984,139,5,5,790,103,1131,92,1268,532,17
29/03/2004,15.00.00,1,4,962,155,5,2,776,102,1131,81,1247,535,18
29/03/2004,16.00.00,1,5,1012,128,5,8,801,94,1098,90,1289,525,18
29/03/2004,17.00.00,1,9,1058,166,7,9,896,98,996,95,1358,603,17
29/03/2004,18.00.00,2,5,1173,299,10,2,985,126,905,114,1477,802,16
29/03/2004,19.00.00,2,1,1127,163,8,2,907,108,957,106,1404,796,14
29/03/2004,20.00.00,1,6,1020,154,5,7,797,95,1066,99,1302,689,13
29/03/2004,21.00.00,1,2,949,80,3,8,700,78,1221,90,1178,553,13
29/03/2004,22.00.00,1,1,930,58,4,0,710,61,1278,82,1137,509,13
29/03/2004,23.00.00,1,900,55,2,8,643,55,1339,74,1089,455,12,4
30/03/2004,00.00.00,1,899,33,2,6,630,57,1418,76,1050,425,13,1
30/03/2004,01.00.00,0,7,866,33,1,8,569,41,1468,66,1055,436,11
30/03/2004,02.00.00,0,7,900,32,1,7,563,46,1402,73,1130,618,10
30/03/2004,03.00.00,0,8,949,25,1,4,540,-200,1457,-200,1104,747,11
30/03/2004,04.00.00,-200,897,29,1,3,529,41,1462,69,1101,693,12,2
30/03/2004,05.00.00,0,7,956,26,2,3,605,52,1341,71,1117,691,12
30/03/2004,06.00.00,1,1,1054,86,5,3,779,111,1080,98,1266,1013,11
30/03/2004,07.00.00,2,6,1343,294,13,4,1096,191,839,115,1587,1311,11
30/03/2004,08.00.00,4,1584,664,23,8,1399,244,642,130,1947,1675,13,3
30/03/2004,09.00.00,4,2,1556,695,21,5,1337,283,674,150,1852,1689,16
30/03/2004,10.00.00,4,7,1565,735,21,0,1324,320,695,159,1872,1688,17
30/03/2004,11.00.00,3,9,1429,649,18,4,1251,249,734,146,1754,1548,18
30/03/2004,12.00.00,3,7,1419,586,18,9,1267,219,742,138,1763,1490,20
30/03/2004,13.00.00,3,4,1373,546,17,1,1213,200,791,128,1711,1354,22
30/03/2004,14.00.00,2,2,1185,245,10,4,992,138,942,97,1448,1014,20
30/03/2004,15.00.00,1,9,1122,178,8,0,897,118,991,91,1372,831,19
30/03/2004,16.00.00,1,6,1085,130,6,2,820,99,1060,81,1325,699,18
30/03/2004,17.00.00,2,1,1249,151,9,7,968,112,874,99,1527,926,17
30/03/2004,18.00.00,2,2,1236,272,9,6,962,117,853,101,1532,928,15
30/03/2004,19.00.00,2,7,1334,301,11,9,1047,129,815,106,1638,1038,15
30/03/2004,20.00.00,2,4,1264,237,8,7,928,132,884,102,1534,1035,15
30/03/2004,21.00.00,1,3,1073,95,4,7,746,73,1072,84,1360,789,15
30/03/2004,22.00.00,1,2,1053,68,3,8,701,68,1147,81,1323,692,15
30/03/2004,23.00.00,1,5,1098,101,4,7,747,80,1094,91,1360,764,14
31/03/2004,00.00.00,1,3,1029,81,3,8,702,68,1180,82,1287,639,14
31/03/2004,01.00.00,1,973,50,2,7,631,44,1287,64,1240,541,14,8
31/03/2004,02.00.00,0,9,972,66,2,8,639,47,1222,70,1256,678,14
31/03/2004,03.00.00,0,5,832,22,1,0,496,-200,1613,-200,1066,381,14
31/03/2004,04.00.00,0,5,851,18,0,8,477,15,1699,26,1064,343,14
31/03/2004,05.00.00,0,6,909,31,1,5,545,44,1473,58,1131,436,14
31/03/2004,06.00.00,1,1038,57,3,5,684,85,1220,93,1279,688,14,4
31/03/2004,07.00.00,3,1,1636,342,15,6,1168,207,721,110,1926,1438,13
31/03/2004,08.00.00,4,1,1580,644,19,9,1295,230,639,115,1957,1489,13
31/03/2004,09.00.00,2,2,1262,216,8,6,924,181,872,125,1576,1093,10
31/03/2004,10.00.00,1,7,1197,117,6,5,837,144,957,118,1498,965,11
31/03/2004,11.00.00,1,9,1277,156,7,7,886,140,902,109,1579,1004,12
31/03/2004,12.00.00,2,9,1430,332,11,3,1025,204,779,123,1772,1166,12
31/03/2004,13.00.00,2,2,1242,232,9,1,944,149,846,114,1638,991,11
31/03/2004,14.00.00,2,6,1349,295,11,2,1023,171,804,114,1748,1054,13
31/03/2004,15.00.00,3,1,1390,386,13,5,1100,195,755,119,1799,1192,14
31/03/2004,16.00.00,2,3,1224,278,10,1,980,152,850,111,1637,1055,15
31/03/2004,17.00.00,2,4,1253,263,11,3,1026,128,810,103,1681,1048,15
31/03/2004,18.00.00,2,8,1312,322,11,8,1041,121,821,103,1712,1073,15
31/03/2004,19.00.00,2,7,1254,226,11,5,1033,142,819,107,1669,1068,14
31/03/2004,20.00.00,2,3,1198,221,9,3,953,131,882,105,1588,1019,13
31/03/2004,21.00.00,1,5,1060,109,5,5,787,81,1044,91,1418,833,12
31/03/2004,22.00.00,1,4,1050,105,5,1,769,60,1078,79,1409,759,12
31/03/2004,23.00.00,1,2,1029,84,4,8,754,57,1098,79,1395,749,12
01/04/2004,00.00.00,1,6,1143,106,6,3,825,96,986,86,1477,978,12
01/04/2004,01.00.00,1,2,1044,100,5,1,770,85,1031,70,1425,944,11
01/04/2004,02.00.00,1,1,1034,71,4,1,716,50,1085,55,1405,891,10
01/04/2004,03.00.00,0,9,956,72,4,0,713,-200,1099,-200,1422,849,9
01/04/2004,04.00.00,0,7,909,44,2,4,615,57,1237,49,1322,790,10
01/04/2004,05.00.00,0,9,996,45,2,9,648,64,1176,50,1340,852,11
01/04/2004,06.00.00,1,7,1154,134,7,4,876,153,1002,67,1561,987,9
01/04/2004,07.00.00,4,2,1510,505,19,8,1291,342,675,94,1949,1435,9
01/04/2004,08.00.00,6,2,1722,1042,31,9,1595,378,539,119,2439,1798,11
01/04/2004,09.00.00,4,6,1512,737,21,0,1323,304,631,139,2001,1677,16
01/04/2004,10.00.00,2,8,1258,375,11,7,1040,192,800,113,1701,1282,19
01/04/2004,11.00.00,1,6,1094,124,6,8,850,130,970,88,1489,871,19
01/04/2004,12.00.00,1,7,1129,137,7,4,875,106,974,73,1524,759,20
01/04/2004,13.00.00,1,7,1125,179,8,6,924,102,937,73,1542,790,21
01/04/2004,14.00.00,1,7,-200,222,-200,0,-200,99,-200,72,-200,-200,-200
01/04/2004,15.00.00,1,9,-200,197,-200,0,-200,108,-200,81,-200,-200,-200
01/04/2004,16.00.00,2,3,-200,319,-200,0,-200,131,-200,93,-200,-200,-200
01/04/2004,17.00.00,3,3,1308,388,16,4,1193,163,793,106,1193,1187,23
01/04/2004,18.00.00,4,2,1529,589,21,2,1331,211,700,132,2028,1399,22
01/04/2004,19.00.00,5,5,1592,840,25,0,1429,267,624,164,2089,1644,20
01/04/2004,20.00.00,4,9,1536,655,20,2,1302,269,666,161,1922,1599,18
01/04/2004,21.00.00,2,5,1192,254,10,8,1007,154,827,124,1604,1223,16
01/04/2004,22.00.00,2,1186,188,9,9,976,127,844,113,1570,1200,15,8
01/04/2004,23.00.00,2,1203,120,8,5,920,122,898,103,1529,1118,14,9
02/04/2004,00.00.00,2,1139,157,8,0,899,126,921,104,1514,1067,14,1
02/04/2004,01.00.00,1,3,1072,88,5,6,795,84,986,93,1442,1048,13
02/04/2004,02.00.00,1,954,68,3,2,667,58,1180,60,1350,718,13,3
02/04/2004,03.00.00,0,9,951,57,3,3,673,-200,1137,-200,1381,797,11
02/04/2004,04.00.00,-200,926,36,2,8,638,37,1195,52,1342,749,11,2
02/04/2004,05.00.00,0,7,968,51,2,6,628,56,1197,66,1372,737,11
02/04/2004,06.00.00,1,1,1067,93,4,3,727,91,1055,82,1448,903,11
02/04/2004,07.00.00,2,6,1386,284,13,0,1083,159,798,109,1833,1159,11
02/04/2004,08.00.00,3,9,1474,486,20,3,1306,190,634,114,2060,1365,12
02/04/2004,09.00.00,5,1569,798,20,7,1316,249,634,139,2054,1510,13,6
02/04/2004,10.00.00,3,3,1375,524,15,9,1177,196,706,127,1898,1386,16
02/04/2004,11.00.00,2,9,1328,468,14,2,1123,180,738,127,1821,1368,19
02/04/2004,12.00.00,3,1,1341,454,15,9,1176,167,748,135,1825,1347,22
02/04/2004,13.00.00,3,1297,461,16,1,1183,159,765,130,1773,1242,23,6
02/04/2004,14.00.00,2,7,1303,391,14,7,1139,152,790,126,1761,1138,24
02/04/2004,15.00.00,2,7,1281,337,14,0,1116,149,809,121,1703,1080,26
02/04/2004,16.00.00,2,6,1248,297,13,6,1103,143,872,122,1632,1002,27
02/04/2004,17.00.00,3,7,1382,588,19,7,1288,185,778,138,1799,1212,26
02/04/2004,18.00.00,4,5,1491,721,23,3,1385,223,685,165,1915,1486,24
02/04/2004,19.00.00,4,7,1620,710,24,1,1407,215,641,154,2052,1567,21
02/04/2004,20.00.00,5,5,1693,787,25,4,1439,271,618,168,2083,1723,19
02/04/2004,21.00.00,3,1374,415,14,1,1121,180,771,146,1685,1399,18,5
02/04/2004,22.00.00,1,9,1287,245,10,1,982,115,841,124,1582,1291,17
02/04/2004,23.00.00,2,3,1408,294,12,1,1052,149,761,124,1684,1443,16
03/04/2004,00.00.00,1,6,1254,139,9,0,941,98,828,106,1566,1270,17
03/04/2004,01.00.00,1,3,1141,98,6,3,827,73,936,88,1488,1110,16
03/04/2004,02.00.00,1,2,1141,88,5,3,777,69,986,83,1455,1060,15
03/04/2004,03.00.00,0,9,1042,66,3,8,697,-200,1056,-200,1410,965,15
03/04/2004,04.00.00,0,8,986,57,3,0,651,60,1145,74,1380,891,14
03/04/2004,05.00.00,0,8,1005,57,3,3,673,56,1103,64,1387,905,13
03/04/2004,06.00.00,0,9,1041,60,3,5,683,73,1112,69,1398,899,13
03/04/2004,07.00.00,2,1272,200,9,5,959,159,846,91,1660,1136,13,3
03/04/2004,08.00.00,3,1436,451,15,2,1154,203,704,96,1872,1391,15,1
03/04/2004,09.00.00,3,1,1472,422,14,3,1126,211,720,106,1816,1460,17
03/04/2004,10.00.00,-200,1418,-200,11,2,1023,-200,785,-200,1720,1410,19,7
03/04/2004,11.00.00,-200,1410,-200,11,4,1030,-200,781,-200,1743,1372,20,7
03/04/2004,12.00.00,-200,1438,-200,13,4,1096,-200,781,-200,1779,1266,23,3
03/04/2004,13.00.00,-200,1278,-200,10,6,1000,-200,866,-200,1621,1014,23,8
03/04/2004,14.00.00,-200,1257,-200,10,8,1006,-200,915,-200,1573,870,24,8
03/04/2004,15.00.00,-200,1331,-200,11,9,1046,-200,882,-200,1635,905,25,0
03/04/2004,16.00.00,-200,1361,-200,13,5,1102,-200,834,-200,1704,991,25,8
03/04/2004,17.00.00,-200,1398,-200,15,2,1156,-200,812,-200,1722,1076,25,1
03/04/2004,18.00.00,-200,1483,-200,17,1,1213,-200,764,-200,1798,1249,23,7
03/04/2004,19.00.00,-200,1697,-200,26,7,1471,-200,625,-200,2153,1548,22,1
03/04/2004,20.00.00,-200,1459,-200,14,2,1124,-200,736,-200,1823,1300,19,9
03/04/2004,21.00.00,-200,1268,-200,8,5,918,-200,873,-200,1602,1029,18,7
03/04/2004,22.00.00,-200,1469,-200,14,3,1128,-200,762,-200,1870,1207,18,1
03/04/2004,23.00.00,-200,1316,-200,9,3,952,-200,847,-200,1644,1047,17,5
04/04/2004,00.00.00,-200,1224,-200,7,8,892,-200,884,-200,1580,923,16,7
04/04/2004,01.00.00,-200,1215,-200,6,7,843,-200,929,-200,1551,862,15,9
04/04/2004,02.00.00,-200,1115,-200,5,4,782,-200,980,-200,1500,752,15,2
04/04/2004,03.00.00,-200,1124,-200,5,6,793,-200,965,-200,1521,791,14,7
04/04/2004,04.00.00,-200,1028,-200,3,5,682,-200,1090,-200,1448,697,14,3
04/04/2004,05.00.00,-200,1010,-200,3,0,650,-200,1171,-200,1434,664,13,7
04/04/2004,06.00.00,-200,1074,-200,4,4,731,-200,1020,-200,1488,891,12,9
04/04/2004,07.00.00,-200,1034,-200,3,5,684,-200,1110,-200,1423,813,13,7
04/04/2004,08.00.00,-200,1130,-200,4,2,720,-200,1063,-200,1461,828,15,3
04/04/2004,09.00.00,-200,1275,-200,8,0,900,-200,868,-200,1634,1057,18,1
04/04/2004,10.00.00,-200,1324,-200,9,0,939,-200,846,-200,1658,1011,21,5
04/04/2004,11.00.00,-200,1268,-200,8,1,902,-200,906,-200,1589,932,23,3
04/04/2004,12.00.00,-200,1272,-200,8,6,924,-200,895,-200,1603,881,25,1
04/04/2004,13.00.00,-200,1160,-200,7,1,860,-200,969,-200,1531,646,25,6
04/04/2004,14.00.00,-200,1136,-200,5,6,792,-200,1057,-200,1476,536,25,8
04/04/2004,15.00.00,-200,1296,-200,10,0,977,-200,863,-200,1642,746,26,1
04/04/2004,16.00.00,-200,1345,-200,10,5,996,-200,841,-200,1678,833,24,4
04/04/2004,17.00.00,-200,1296,-200,10,1,983,-200,845,-200,1626,802,23,0
04/04/2004,18.00.00,-200,1258,-200,10,0,977,-200,838,-200,1636,838,22,1
04/04/2004,19.00.00,-200,1420,-200,13,0,1085,-200,755,-200,1756,1051,19,8
04/04/2004,20.00.00,-200,1366,-200,10,5,997,-200,830,-200,1673,1041,18,5
04/04/2004,21.00.00,-200,1113,-200,5,2,772,-200,989,-200,1493,646,16,6
04/04/2004,22.00.00,-200,1196,-200,6,9,853,-200,909,-200,1556,769,15,8
04/04/2004,23.00.00,-200,1188,-200,6,4,829,-200,930,-200,1540,785,15,3
05/04/2004,00.00.00,-200,1102,-200,4,7,750,-200,1007,-200,1470,613,14,7
05/04/2004,01.00.00,-200,969,-200,2,4,611,-200,1239,-200,1330,430,14,8
05/04/2004,02.00.00,-200,983,-200,2,2,600,-200,1233,-200,1375,485,15,0
05/04/2004,03.00.00,-200,876,-200,1,1,505,-200,1456,-200,1294,467,15,5
05/04/2004,04.00.00,-200,884,-200,0,9,489,-200,1536,-200,1278,436,16,0
05/04/2004,05.00.00,-200,1024,-200,3,1,658,-200,1175,-200,1417,682,13,5
05/04/2004,06.00.00,-200,1126,-200,6,2,822,-200,945,-200,1541,927,12,9
05/04/2004,07.00.00,-200,1415,-200,13,2,1089,-200,767,-200,1795,1192,13,4
05/04/2004,08.00.00,-200,1631,-200,25,8,1449,-200,570,-200,2299,1615,14,5
05/04/2004,09.00.00,-200,1499,-200,18,2,1247,-200,647,-200,1972,1505,15,3
05/04/2004,10.00.00,3,1,1461,424,14,3,1127,236,703,124,1836,1451,15
05/04/2004,11.00.00,3,1430,339,13,7,1107,228,713,121,1853,1409,16,6
05/04/2004,12.00.00,3,2,1498,445,15,7,1171,206,684,114,1942,1434,17
05/04/2004,13.00.00,3,1,1454,535,15,4,1162,188,682,114,1915,1457,18
05/04/2004,14.00.00,2,5,1402,278,12,6,1069,158,733,106,1793,1325,19
05/04/2004,15.00.00,2,1,1327,256,9,8,971,124,803,89,1705,1120,21
05/04/2004,16.00.00,2,1273,245,9,6,963,98,832,82,1662,931,22,2
05/04/2004,17.00.00,3,2,1457,458,16,3,1190,160,678,111,1877,1212,20
05/04/2004,18.00.00,4,1,1543,710,19,8,1290,194,631,132,2011,1353,19
05/04/2004,19.00.00,3,9,1499,678,18,0,1239,174,651,121,1957,1359,18
05/04/2004,20.00.00,3,1,1378,436,13,6,1102,157,742,116,1796,1273,17
05/04/2004,21.00.00,2,1243,178,8,7,928,109,852,100,1622,1079,17,5
05/04/2004,22.00.00,1,7,1196,160,7,7,885,85,884,89,1589,973,17
05/04/2004,23.00.00,1,6,1137,177,7,3,869,90,890,92,1554,951,17
06/04/2004,00.00.00,1,1015,101,4,1,718,61,1065,71,1428,714,16,6
06/04/2004,01.00.00,0,8,978,66,2,7,635,36,1188,51,1382,579,15
06/04/2004,02.00.00,0,5,933,40,1,5,547,25,1357,39,1336,542,15
06/04/2004,03.00.00,0,5,927,54,1,9,579,-200,1267,-200,1370,562,14
06/04/2004,04.00.00,0,5,908,39,1,8,569,24,1303,35,1360,526,14
06/04/2004,05.00.00,0,8,980,62,3,4,677,73,1141,64,1435,659,14
06/04/2004,06.00.00,1,7,1236,120,8,5,920,164,880,94,1641,1012,14
06/04/2004,07.00.00,4,5,1664,599,24,1,1407,329,594,134,2198,1564,15
06/04/2004,08.00.00,6,2,1757,1084,33,7,1636,302,494,129,2560,1806,16
06/04/2004,09.00.00,4,4,1524,776,22,0,1350,256,588,125,2096,1604,18
06/04/2004,10.00.00,2,9,1329,470,14,1,1119,182,707,107,1823,1288,19
06/04/2004,11.00.00,1,6,1167,169,7,6,884,105,881,78,1580,931,20
06/04/2004,12.00.00,2,6,1369,304,14,5,1132,136,715,91,1818,1162,20
06/04/2004,13.00.00,2,9,1284,405,13,6,1103,167,755,116,1704,1064,20
06/04/2004,14.00.00,2,5,1221,297,11,5,1032,166,811,131,1630,913,19
06/04/2004,15.00.00,1,9,1096,220,9,2,947,115,872,113,1519,684,18
06/04/2004,16.00.00,1,9,1143,226,10,3,988,109,849,98,1590,710,18
06/04/2004,17.00.00,2,7,1251,456,14,0,1116,143,760,116,1716,923,17
